issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort
AZ4INX_jUdMD1-xUqsOa,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""clause"".",192,5min
AZ4INX_jUdMD1-xUqsOb,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""operator"".",192,5min
AZ4INX_jUdMD1-xUqsOc,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""operator"".",207,5min
AZ4INX_jUdMD1-xUqsOd,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""clause"".",207,5min
AZ4INX_jUdMD1-xUqsOe,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""operator"".",235,5min
AZ4INX_jUdMD1-xUqsOf,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""clause"".",235,5min
AZ4INX_jUdMD1-xUqsOg,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""clause"".",245,5min
AZ4INX_jUdMD1-xUqsOh,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""operator"".",245,5min
AZ4INX_jUdMD1-xUqsOi,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""operator"".",294,5min
AZ4INX_jUdMD1-xUqsOj,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""operator"".",303,5min
AZ4INX_jUdMD1-xUqsOk,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""operator"".",330,5min
AZ4INX_jUdMD1-xUqsOl,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""operator"".",337,5min
AZ4INYAnUdMD1-xUqsQ0,lib/sqlalchemy/orm/events.py,events.py,python:S5886,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Return a value of type ""Optional[Union[InstrumentationFactory, type[InstrumentationFactory]]]"" instead of ""_InstrumentationEventsHold"" or update function ""_accept_with"" type hint.",116,5min
AZ4INYAnUdMD1-xUqsQz,lib/sqlalchemy/orm/events.py,events.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,1647,5min
AZ4INYARUdMD1-xUqsP8,lib/sqlalchemy/orm/instrumentation.py,instrumentation.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",318,5min
AZ4INYARUdMD1-xUqsP-,lib/sqlalchemy/orm/instrumentation.py,instrumentation.py,python:S1134,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",726,0min
AZ4INYAuUdMD1-xUqsQ8,lib/sqlalchemy/orm/interfaces.py,interfaces.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""context"".",1182,5min
AZ4INX_eUdMD1-xUqsOB,lib/sqlalchemy/orm/loading.py,loading.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""size"".",263,5min
AZ4INX_eUdMD1-xUqsOH,lib/sqlalchemy/orm/loading.py,loading.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""path"".",1257,5min
AZ4INX_eUdMD1-xUqsOI,lib/sqlalchemy/orm/loading.py,loading.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""context"".",1257,5min
AZ4INX_eUdMD1-xUqsOL,lib/sqlalchemy/orm/loading.py,loading.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""loaded_instance"".",1332,5min
AZ4INX_eUdMD1-xUqsOP,lib/sqlalchemy/orm/loading.py,loading.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""load_path"".",1383,5min
AZ4INX_eUdMD1-xUqsOS,lib/sqlalchemy/orm/loading.py,loading.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""context"".",1542,5min
AZ4INX_eUdMD1-xUqsOU,lib/sqlalchemy/orm/loading.py,loading.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,1600,5min
AZ4INX_LUdMD1-xUqsM2,lib/sqlalchemy/orm/mapper.py,mapper.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method ""__init__"" has 29 parameters, which is greater than the 13 authorized.",202,20min
AZ4INX_LUdMD1-xUqsM5,lib/sqlalchemy/orm/mapper.py,mapper.py,python:S108,MEDIUM,MAINTAINABILITY,CODE_SMELL,Either remove or fill this block of code.,1354,5min
AZ4INX_LUdMD1-xUqsNB,lib/sqlalchemy/orm/mapper.py,mapper.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",3430,5min
AZ4INX_xUdMD1-xUqsPC,lib/sqlalchemy/orm/path_registry.py,path_registry.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",242,5min
AZ4INYADUdMD1-xUqsPX,lib/sqlalchemy/orm/persistence.py,persistence.py,python:S1871,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Either merge this branch with the identical one on line ""185"" or change one of the implementations.",187,10min
AZ4INYADUdMD1-xUqsPc,lib/sqlalchemy/orm/persistence.py,persistence.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""uowtransaction"".",637,5min
AZ4INYADUdMD1-xUqsPd,lib/sqlalchemy/orm/persistence.py,persistence.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""base_mapper"".",637,5min
AZ4INYADUdMD1-xUqsPf,lib/sqlalchemy/orm/persistence.py,persistence.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,651,5min
AZ4INYADUdMD1-xUqsPg,lib/sqlalchemy/orm/persistence.py,persistence.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""uowtransaction"".",691,5min
AZ4INYADUdMD1-xUqsPh,lib/sqlalchemy/orm/persistence.py,persistence.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""base_mapper"".",691,5min
AZ4INYADUdMD1-xUqsPU,lib/sqlalchemy/orm/persistence.py,persistence.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,1119,5min
AZ4INYADUdMD1-xUqsPm,lib/sqlalchemy/orm/persistence.py,persistence.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""uowtransaction"".",1405,5min
AZ4INYADUdMD1-xUqsPV,lib/sqlalchemy/orm/persistence.py,persistence.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,1546,5min
AZ4INYADUdMD1-xUqsPW,lib/sqlalchemy/orm/persistence.py,persistence.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,1572,5min
AZ4INYANUdMD1-xUqsP0,lib/sqlalchemy/orm/query.py,query.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",338,5min
AZ4INYANUdMD1-xUqsP3,lib/sqlalchemy/orm/query.py,query.py,python:S5806,MEDIUM,MAINTAINABILITY,CODE_SMELL,Rename this variable; it shadows a builtin.,1300,5min
AZ4INX_WUdMD1-xUqsNe,lib/sqlalchemy/orm/relationships.py,relationships.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method ""__init__"" has 36 parameters, which is greater than the 13 authorized.",367,20min
AZ4INX_WUdMD1-xUqsNk,lib/sqlalchemy/orm/relationships.py,relationships.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,1501,5min
AZ4INX_WUdMD1-xUqsNl,lib/sqlalchemy/orm/relationships.py,relationships.py,python:S1854,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this assignment to local variable 'argument'; the value is never used.,1747,1min
AZ4INX_WUdMD1-xUqsNp,lib/sqlalchemy/orm/relationships.py,relationships.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method ""__init__"" has 16 parameters, which is greater than the 13 authorized.",2274,20min
AZ4INX_WUdMD1-xUqsNs,lib/sqlalchemy/orm/relationships.py,relationships.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",2527,5min
AZ4INX_tUdMD1-xUqsOy,lib/sqlalchemy/orm/session.py,session.py,python:S108,MEDIUM,MAINTAINABILITY,CODE_SMELL,Either remove or fill this block of code.,1988,5min
AZ4INX_tUdMD1-xUqsO9,lib/sqlalchemy/orm/session.py,session.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",4840,5min
AZ4INX-qUdMD1-xUqsLk,lib/sqlalchemy/orm/state.py,state.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""row"".",681,5min
AZ4INX-qUdMD1-xUqsLl,lib/sqlalchemy/orm/state.py,state.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""row"".",693,5min
AZ4INX-qUdMD1-xUqsLm,lib/sqlalchemy/orm/state.py,state.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""dict_"".",693,5min
AZ4INX-qUdMD1-xUqsLf,lib/sqlalchemy/orm/state.py,state.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,886,5min
AZ4INX-qUdMD1-xUqsLp,lib/sqlalchemy/orm/state.py,state.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,897,5min
AZ4INX-xUdMD1-xUqsLs,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""proxy_property"".",73,5min
AZ4INX-xUdMD1-xUqsL0,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""orig_entity"".",1523,5min
AZ4INX-xUdMD1-xUqsL1,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""subq_path"".",1721,5min
AZ4INX-xUdMD1-xUqsL2,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""effective_entity"".",1724,5min
AZ4INX-xUdMD1-xUqsL3,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""dict_"".",1813,5min
AZ4INX-xUdMD1-xUqsL4,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""state"".",1813,5min
AZ4INX-xUdMD1-xUqsL5,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""row"".",1813,5min
AZ4INX-xUdMD1-xUqsL6,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""adapter"".",1824,5min
AZ4INX-xUdMD1-xUqsL-,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""column_collection"".",2344,5min
AZ4INX-xUdMD1-xUqsMC,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1871,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Either merge this branch with the identical one on line ""2609"" or change one of the implementations.",2613,10min
AZ4INX-xUdMD1-xUqsMD,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""adapter"".",2688,5min
AZ4INX_EUdMD1-xUqsMs,lib/sqlalchemy/orm/strategy_options.py,strategy_options.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,1515,5min
AZ4INX_EUdMD1-xUqsMv,lib/sqlalchemy/orm/strategy_options.py,strategy_options.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",1536,5min
AZ4INX_EUdMD1-xUqsMw,lib/sqlalchemy/orm/strategy_options.py,strategy_options.py,python:S5886,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Return a value of type ""_LoadElement"" instead of ""NoneType"" or update function ""create"" type hint.",1788,5min
AZ4INX_EUdMD1-xUqsMy,lib/sqlalchemy/orm/strategy_options.py,strategy_options.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,2175,5min
AZ4INX_8UdMD1-xUqsPS,lib/sqlalchemy/orm/sync.py,sync.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",141,5min
AZ4INYAbUdMD1-xUqsQl,lib/sqlalchemy/orm/unitofwork.py,unitofwork.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,448,5min
AZ4INYAbUdMD1-xUqsQn,lib/sqlalchemy/orm/unitofwork.py,unitofwork.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""recs"".",566,5min
AZ4INYAbUdMD1-xUqsQo,lib/sqlalchemy/orm/unitofwork.py,unitofwork.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""uow"".",593,5min
AZ4INX_2UdMD1-xUqsPG,lib/sqlalchemy/orm/util.py,util.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""oldvalue"".",300,5min
AZ4INX_2UdMD1-xUqsPH,lib/sqlalchemy/orm/util.py,util.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""oldvalue"".",325,5min
AZ4INX_2UdMD1-xUqsPJ,lib/sqlalchemy/orm/util.py,util.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,1176,5min
AZ4INX_2UdMD1-xUqsPR,lib/sqlalchemy/orm/util.py,util.py,python:S1871,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Either merge this branch with the identical one on line ""2377"" or change one of the implementations.",2384,10min
AZ4INX-1UdMD1-xUqsMI,lib/sqlalchemy/orm/writeonly.py,writeonly.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""dict_"".",224,5min
AZ4INX-1UdMD1-xUqsMH,lib/sqlalchemy/orm/writeonly.py,writeonly.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""user_data"".",225,5min
AZ4INX9JUdMD1-xUqsKF,lib/sqlalchemy/sql/__init__.py,__init__.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""lcls"".",111,5min
AZ4INX8pUdMD1-xUqsJX,lib/sqlalchemy/sql/_typing.py,_typing.py,python:S1542,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename function ""Nullable"" to match the regular expression ^[a-z_][a-z0-9_]*$.",392,10min
AZ4INX8pUdMD1-xUqsJY,lib/sqlalchemy/sql/_typing.py,_typing.py,python:S1542,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename function ""Nullable"" to match the regular expression ^[a-z_][a-z0-9_]*$.",398,10min
AZ4INX8pUdMD1-xUqsJZ,lib/sqlalchemy/sql/_typing.py,_typing.py,python:S1542,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename function ""Nullable"" to match the regular expression ^[a-z_][a-z0-9_]*$.",404,10min
AZ4INX8pUdMD1-xUqsJa,lib/sqlalchemy/sql/_typing.py,_typing.py,python:S1542,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename function ""Nullable"" to match the regular expression ^[a-z_][a-z0-9_]*$.",407,10min
AZ4INX8pUdMD1-xUqsJb,lib/sqlalchemy/sql/_typing.py,_typing.py,python:S1542,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename function ""NotNullable"" to match the regular expression ^[a-z_][a-z0-9_]*$.",426,10min
AZ4INX8pUdMD1-xUqsJc,lib/sqlalchemy/sql/_typing.py,_typing.py,python:S1542,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename function ""NotNullable"" to match the regular expression ^[a-z_][a-z0-9_]*$.",432,10min
AZ4INX8pUdMD1-xUqsJd,lib/sqlalchemy/sql/_typing.py,_typing.py,python:S1542,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename function ""NotNullable"" to match the regular expression ^[a-z_][a-z0-9_]*$.",438,10min
AZ4INX8pUdMD1-xUqsJe,lib/sqlalchemy/sql/_typing.py,_typing.py,python:S1542,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename function ""NotNullable"" to match the regular expression ^[a-z_][a-z0-9_]*$.",442,10min
AZ4INX8pUdMD1-xUqsJf,lib/sqlalchemy/sql/_typing.py,_typing.py,python:S1542,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename function ""NotNullable"" to match the regular expression ^[a-z_][a-z0-9_]*$.",445,10min
AZ4INX7cUdMD1-xUqsEx,lib/sqlalchemy/sql/annotation.py,annotation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""values"".",154,5min
AZ4INX7cUdMD1-xUqsEy,lib/sqlalchemy/sql/annotation.py,annotation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""values"".",225,5min
AZ4INX7cUdMD1-xUqsE0,lib/sqlalchemy/sql/annotation.py,annotation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""clone"".",326,5min
AZ4INX7cUdMD1-xUqsE2,lib/sqlalchemy/sql/annotation.py,annotation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""kw"".",499,5min
AZ4INX7cUdMD1-xUqsE3,lib/sqlalchemy/sql/annotation.py,annotation.py,python:S1871,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Either merge this branch with the identical one on line ""560"" or change one of the implementations.",564,10min
AZ4INX8GUdMD1-xUqsGN,lib/sqlalchemy/sql/base.py,base.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""kw"".",196,5min
AZ4INX8GUdMD1-xUqsGT,lib/sqlalchemy/sql/base.py,base.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method ""execution_options"" has 18 parameters, which is greater than the 13 authorized.",1152,20min
AZ4INX8GUdMD1-xUqsGU,lib/sqlalchemy/sql/base.py,base.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",1638,5min
AZ4INX8GUdMD1-xUqsGY,lib/sqlalchemy/sql/base.py,base.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",2159,5min
AZ4INX7XUdMD1-xUqsEJ,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1854,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this assignment to local variable 'pickup_index'; the value is never used.,519,1min
AZ4INX7XUdMD1-xUqsEN,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""attrname"".",634,5min
AZ4INX7XUdMD1-xUqsEO,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",636,5min
AZ4INX7XUdMD1-xUqsEM,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""bindparams"".",638,5min
AZ4INX7XUdMD1-xUqsEP,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",646,5min
AZ4INX7XUdMD1-xUqsEQ,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""attrname"".",654,5min
AZ4INX7XUdMD1-xUqsER,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",656,5min
AZ4INX7XUdMD1-xUqsES,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""bindparams"".",658,5min
AZ4INX7XUdMD1-xUqsET,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",666,5min
AZ4INX7XUdMD1-xUqsEU,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",683,5min
AZ4INX7XUdMD1-xUqsEV,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",703,5min
AZ4INX7XUdMD1-xUqsEW,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",724,5min
AZ4INX7XUdMD1-xUqsEX,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",739,5min
AZ4INX7XUdMD1-xUqsEY,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",782,5min
AZ4INX7XUdMD1-xUqsEZ,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",797,5min
AZ4INX7XUdMD1-xUqsEb,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",817,5min
AZ4INX7XUdMD1-xUqsEa,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""bindparams"".",819,5min
AZ4INX7XUdMD1-xUqsEc,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",827,5min
AZ4INX7XUdMD1-xUqsEd,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""attrname"".",846,5min
AZ4INX7XUdMD1-xUqsEe,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",848,5min
AZ4INX7XUdMD1-xUqsEf,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""parent"".",874,5min
